工单编号,工单类型,问题分类,标签,标题,主要内容,工单状态,来电人,来电人电话/账号,被反映区,被反映街乡镇,办理结果,回复内容,处理受理方式,办结时间,企业名称,是否解决,是否满意,工单性质,村/社区,小区点位
热线-250305-000052,建议,城市管理->市政设施->道路破损,"多样性,七有五性",关于大安山乡某小区及周边的情况反映,市民反映，房山区大安山乡某小区及周边存在道路破损相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,吴某,158××××,房山区,大安山乡,已转属地处理，聚焦“道路破损”问题开展核查与回访。,,,,北京某工程有限公司,未解决,不满意,主办,不详,某小区及周边
热线-240513-000053,投诉,劳动和社会保障->社会保险->参保缴费,控烟,请求协调处理参保缴费问题,来电人表示，其在房山区青龙湖镇辖区青龙湖环湖路附近发现社会保险方面参保缴费情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,已转派,孙某,176××××,房山区,青龙湖镇,,工作人员联系诉求人并开展核实。经与青龙湖镇相关单位沟通，针对“参保缴费”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2024-04-13 17:22:07,某劳务公司,解决,不满意,主办,某村党支部,青龙湖环湖路
热线-240223-000054,咨询,科体文宣->体育->健身场所管理,营商环境,投诉体育领域健身场所管理事项,诉求人反映，房山区大石窝镇范围内某村主街涉及健身场所管理问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,周某,135××××,房山区,大石窝镇,已转属地处理，聚焦“健身场所管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与大石窝镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2024-09-19 20:12:16,北京某工程有限公司,解决,基本满意,协办,某村党支部,某村主街
热线-240215-000055,建议,民政->养老服务->机构服务,营商环境,投诉养老服务领域机构服务事项,市民称，房山区蒲洼乡某学校门口附近近期出现与机构服务相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,刘某,139××××,房山区,蒲洼乡,已转联合工作组处理，聚焦“机构服务”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与蒲洼乡相关单位沟通，针对“机构服务”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-05-26 18:07:28,北京某工程有限公司,部分解决,基本满意,主办,不详,某学校门口
热线-250421-000056,诉求,劳动和社会保障->社会保险->参保缴费,"多样性,七有五性",请求协调处理参保缴费问题,市民反映，房山区石楼镇石楼中学周边存在参保缴费相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,张某,139××××,房山区,石楼镇,,工作人员联系诉求人并开展核实。经与石楼镇相关单位沟通，针对“参保缴费”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,电话,2025-04-08 14:25:22,北京某餐饮管理有限公司,未解决,未评价,转办,某居委会,石楼中学周边
热线-241022-000057,建议,教育->校外培训->预收费纠纷,"多样性,七有五性",预收费纠纷相关诉求,市民称，房山区韩村河镇韩村河大集附近近期出现与预收费纠纷相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,188××××,房山区,韩村河镇,,,系统转派,2025-02-19 18:10:17,北京某工程有限公司,部分解决,基本满意,协办,不详,韩村河大集
热线-250301-000058,诉求,城市管理->市政设施->道路破损,"多样性,七有五性",请求协调处理道路破损问题,市民反映，房山区拱辰街道某路口人行横道附近存在道路破损相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,周某,166××××,房山区,拱辰街道,已转属地处理，聚焦“道路破损”问题开展核查与回访。,,现场,2024-07-26 14:55:08,北京某健身休闲有限公司,解决,不满意,协办,某村党支部,某路口人行横道
热线-240802-000059,诉求,劳动和社会保障->拖欠工资->工程建设领域,,投诉拖欠工资领域工程建设领域事项,市民称，房山区迎风街道某写字楼楼道附近近期出现与工程建设领域相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,吴某,166××××,房山区,迎风街道,已转行业主管部门处理，聚焦“工程建设领域”问题开展核查与回访。,,系统转派,2024-03-03 11:32:00,某装饰工程有限公司,未解决,不满意,主办,某村,某写字楼楼道
热线-241102-000060,咨询,科体文宣->文化->文物保护,"多样性,七有五性",投诉文化领域文物保护事项,来电人表示，其在房山区琉璃河镇辖区某餐馆门前区域附近发现文化方面文物保护情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,刘某,166××××,房山区,琉璃河镇,,,联合办理,,,部分解决,不满意,协办,不详,某餐馆门前区域
热线-240709-000061,建议,公共安全->消防安全->通道占用,接诉即办,关于大石窝镇某学校门口的情况反映,市民反映，房山区大石窝镇某学校门口附近存在通道占用相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,周某,156××××,房山区,大石窝镇,,,联合办理,2025-01-06 19:22:14,,部分解决,满意,协办,不详,某学校门口
热线-240618-000062,建议,劳动和社会保障->社会保险->参保缴费,,关于十渡镇十渡景区入口沿线的情况反映,市民反映，房山区十渡镇十渡景区入口沿线存在参保缴费相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,周某,156××××,房山区,十渡镇,已转属地处理，聚焦“参保缴费”问题开展核查与回访。,,,,某物业公司,未解决,基本满意,转办,不详,十渡景区入口沿线
热线-240703-000063,控烟,,七有五性,公共场所吸烟,市民反映，房山区良乡镇某路口人行横道某写字楼存在吸烟问题，影响公共环境，来电反映控烟管理问题。,,保密,保密,房山区,良乡镇,,,联合办理,,,,,主办,不详,某路口人行横道
热线-250413-000064,投诉,医疗卫生->医疗服务->挂号与退费,控烟,挂号与退费相关诉求,市民反映，房山区大石窝镇某产业园门口附近存在挂号与退费相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,马某,159××××,房山区,大石窝镇,已转行业主管部门处理，聚焦“挂号与退费”问题开展核查与回访。,,系统转派,2024-07-07 12:37:36,北京某健身休闲有限公司,部分解决,未评价,转办,某小区业委会,某产业园门口
热线-240419-000065,控烟,,"多样性,七有五性",公共场所吸烟,市民反映，房山区星城街道某商圈地下停车场某商场存在吸烟问题，影响公共环境，来电反映控烟管理问题。,回复完成,赵某,135××××,房山区,星城街道,,经核实，属地已安排工作人员现场劝导并督促管理方落实控烟管理责任。,系统转派,2024-09-24 12:14:34,,,,协办,某村党支部,某商圈地下停车场
热线-240104-000066,求助,城市管理->市政设施->道路破损,营商环境,请求协调处理道路破损问题,诉求人反映，房山区向阳街道范围内某商圈地下停车场涉及道路破损问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,刘某,176××××,房山区,向阳街道,,,联合办理,2024-01-03 15:42:15,某物业公司,部分解决,满意,转办,某居委会,某商圈地下停车场
热线-241216-000067,控烟,,七有五性,商场卫生间吸烟,市民反映，房山区向阳街道某村主街公共卫生间存在吸烟问题，影响公共环境，来电反映控烟管理问题。,,王某,176××××,房山区,向阳街道,,,电话,,,,,主办,不详,某村主街
热线-241102-000068,投诉,劳动和社会保障->社会保险->参保缴费,营商环境,参保缴费相关诉求,来电人表示，其在房山区阎村镇辖区阎村产业园附近发现社会保险方面参保缴费情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,孙某,131××××,房山区,阎村镇,,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“参保缴费”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2024-06-12 13:21:25,北京某餐饮管理有限公司,解决,基本满意,转办,不详,阎村产业园
